x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,smiling
-2.081,1.294,-2.021,0.829,-1.883,0.365,-1.724,-0.083,-1.486,-0.514,-1.189,-0.896,-0.832,-1.26,-0.396,-1.542,0.139,-1.642,0.674,-1.509,1.07,-1.194,1.348,-0.78,1.566,-0.348,1.724,0.116,1.803,0.58,1.823,1.078,1.784,1.542,-1.863,1.493,-1.625,1.659,-1.308,1.692,-0.971,1.659,-0.654,1.576,0.139,1.675,0.456,1.808,0.813,1.891,1.169,1.891,1.466,1.758,-0.198,1.377,-0.159,1.078,-0.139,0.763,-0.099,0.448,-0.535,0.282,-0.317,0.199,-0.059,0.149,0.198,0.232,0.416,0.348,-1.447,1.277,-1.209,1.393,-0.931,1.41,-0.674,1.277,-0.931,1.244,-1.189,1.227,0.357,1.36,0.575,1.526,0.852,1.559,1.11,1.459,0.872,1.377,0.614,1.36,-0.872,-0.232,-0.614,-0.05,-0.258,0.017,0.0,-0.0,0.238,0.05,0.634,0.05,0.931,-0.1,0.733,-0.564,0.396,-0.846,0.099,-0.896,-0.218,-0.896,-0.595,-0.663,-0.773,-0.249,-0.258,-0.116,0.02,-0.116,0.277,-0.066,0.832,-0.133,0.337,-0.614,0.059,-0.663,-0.218,-0.647,0
-1.861,1.538,-1.904,1.077,-1.904,0.577,-1.904,0.077,-1.817,-0.384,-1.558,-0.807,-1.168,-1.153,-0.736,-1.423,-0.26,-1.576,0.26,-1.538,0.736,-1.307,1.125,-1.0,1.428,-0.654,1.644,-0.231,1.731,0.231,1.817,0.654,1.904,1.115,-1.471,1.884,-1.212,1.999,-0.865,2.038,-0.563,1.961,-0.26,1.846,0.736,1.653,0.952,1.73,1.255,1.73,1.515,1.692,1.688,1.576,0.173,1.423,0.13,1.115,0.13,0.846,0.087,0.538,-0.433,0.384,-0.216,0.308,0.043,0.231,0.26,0.231,0.476,0.269,-1.125,1.499,-0.865,1.615,-0.606,1.576,-0.389,1.346,-0.649,1.384,-0.909,1.423,0.649,1.23,0.909,1.384,1.168,1.346,1.385,1.23,1.168,1.153,0.909,1.192,-0.995,-0.038,-0.649,0.077,-0.26,0.077,0.0,-0.0,0.26,-0.0,0.606,-0.077,0.865,-0.269,0.563,-0.577,0.173,-0.692,-0.087,-0.692,-0.389,-0.654,-0.736,-0.423,-0.909,-0.038,-0.303,-0.115,-0.043,-0.154,0.216,-0.154,0.736,-0.269,0.216,-0.5,-0.087,-0.5,-0.346,-0.423,1
-3.044,0.759,-2.747,0.325,-2.411,-0.072,-2.036,-0.452,-1.581,-0.741,-1.067,-0.921,-0.534,-1.03,-0.02,-1.084,0.415,-0.957,0.731,-0.704,0.87,-0.307,0.969,0.126,1.008,0.578,0.988,1.03,0.87,1.499,0.712,1.951,0.494,2.366,-2.629,1.084,-2.431,1.355,-2.095,1.535,-1.739,1.608,-1.364,1.644,-0.692,1.987,-0.534,2.24,-0.316,2.456,-0.079,2.601,0.217,2.619,-0.83,1.445,-0.613,1.138,-0.415,0.831,-0.217,0.542,-0.514,0.217,-0.316,0.253,-0.119,0.289,0.0,0.415,0.079,0.542,-2.075,0.903,-1.937,1.12,-1.66,1.228,-1.364,1.138,-1.561,0.993,-1.818,0.885,-0.415,1.644,-0.356,1.933,-0.138,2.077,0.119,2.077,0.04,1.878,-0.178,1.734,-0.652,-0.433,-0.415,-0.217,-0.178,-0.054,0.0,-0.0,0.119,0.108,0.336,0.181,0.534,0.235,0.534,-0.108,0.415,-0.343,0.257,-0.47,0.059,-0.542,-0.257,-0.56,-0.534,-0.397,-0.119,-0.163,0.04,-0.09,0.178,-0.0,0.474,0.163,0.257,-0.108,0.119,-0.217,-0.059,-0.289,0
-1.412,1.45,-1.412,1.051,-1.332,0.652,-1.172,0.252,-0.959,-0.126,-0.719,-0.462,-0.48,-0.82,-0.213,-1.093,0.213,-1.219,0.719,-1.156,1.225,-0.967,1.678,-0.694,2.051,-0.378,2.344,0.021,2.478,0.483,2.558,0.967,2.558,1.45,-1.412,1.955,-1.225,2.039,-0.986,2.06,-0.719,2.018,-0.48,1.955,0.4,1.976,0.719,2.06,1.119,2.102,1.492,2.081,1.838,1.955,-0.053,1.576,-0.08,1.282,-0.133,0.988,-0.16,0.694,-0.373,0.42,-0.24,0.357,-0.053,0.315,0.16,0.357,0.373,0.399,-1.172,1.576,-0.986,1.703,-0.693,1.703,-0.453,1.534,-0.719,1.471,-0.986,1.471,0.613,1.534,0.879,1.724,1.172,1.724,1.465,1.576,1.199,1.471,0.879,1.471,-0.48,-0.168,-0.346,-0.063,-0.16,0.042,0.0,-0.0,0.16,0.042,0.48,-0.063,0.799,-0.21,0.533,-0.42,0.24,-0.547,0.027,-0.547,-0.133,-0.525,-0.346,-0.378,-0.373,-0.189,-0.133,-0.084,0.0,-0.105,0.186,-0.084,0.693,-0.21,0.213,-0.273,0.027,-0.294,-0.133,-0.273,0
-2.194,1.969,-2.276,1.486,-2.318,0.966,-2.276,0.446,-2.111,-0.037,-1.821,-0.483,-1.407,-0.817,-0.911,-1.078,-0.372,-1.226,0.083,-1.152,0.455,-0.929,0.786,-0.595,1.076,-0.26,1.283,0.149,1.449,0.52,1.573,0.966,1.656,1.338,-1.407,2.229,-1.035,2.304,-0.704,2.267,-0.414,2.155,-0.124,2.044,0.786,1.895,1.035,1.932,1.283,1.932,1.531,1.895,1.697,1.784,0.29,1.598,0.29,1.301,0.29,1.04,0.29,0.743,-0.248,0.483,-0.041,0.409,0.124,0.372,0.29,0.372,0.414,0.409,-1.117,1.784,-0.869,1.858,-0.579,1.821,-0.414,1.598,-0.662,1.598,-0.911,1.635,0.662,1.449,0.869,1.598,1.159,1.561,1.324,1.412,1.117,1.338,0.869,1.375,-0.869,-0.0,-0.497,0.037,-0.166,0.074,0.0,-0.0,0.207,0.037,0.372,-0.074,0.497,-0.223,0.331,-0.372,0.124,-0.446,-0.083,-0.446,-0.29,-0.372,-0.579,-0.223,-0.745,-0.037,-0.207,-0.111,-0.041,-0.186,0.166,-0.186,0.414,-0.223,0.166,-0.186,-0.041,-0.186,-0.207,-0.149,0
-1.997,1.228,-1.997,0.791,-1.92,0.354,-1.818,-0.104,-1.638,-0.52,-1.331,-0.916,-0.973,-1.249,-0.538,-1.519,0.0,-1.623,0.512,-1.54,0.947,-1.27,1.28,-0.937,1.562,-0.562,1.766,-0.146,1.843,0.291,1.869,0.749,1.843,1.186,-1.69,1.603,-1.459,1.811,-1.126,1.894,-0.768,1.873,-0.435,1.79,0.41,1.79,0.717,1.852,1.075,1.873,1.382,1.79,1.587,1.603,0.0,1.457,0.026,1.186,0.051,0.937,0.051,0.666,-0.41,0.437,-0.205,0.375,0.026,0.354,0.256,0.375,0.461,0.416,-1.254,1.374,-1.024,1.498,-0.768,1.498,-0.538,1.353,-0.768,1.311,-1.024,1.311,0.512,1.332,0.742,1.457,0.998,1.457,1.203,1.311,0.998,1.27,0.742,1.27,-0.947,-0.166,-0.614,-0.021,-0.23,0.042,0.0,-0.0,0.256,0.042,0.589,-0.062,0.845,-0.25,0.614,-0.541,0.282,-0.687,0.0,-0.708,-0.282,-0.666,-0.666,-0.499,-0.845,-0.187,-0.256,-0.083,0.0,-0.104,0.256,-0.083,0.742,-0.271,0.256,-0.499,0.0,-0.52,-0.282,-0.479,1
-2.148,1.965,-2.125,1.465,-2.055,0.972,-1.985,0.464,-1.829,-0.007,-1.502,-0.406,-1.082,-0.725,-0.623,-0.986,-0.132,-1.066,0.35,-0.986,0.747,-0.703,1.113,-0.363,1.401,0.029,1.564,0.471,1.673,0.936,1.774,1.385,1.813,1.842,-1.728,2.074,-1.393,2.241,-1.004,2.219,-0.646,2.081,-0.319,1.915,0.428,1.929,0.747,2.074,1.074,2.176,1.409,2.19,1.666,2.031,0.07,1.632,0.07,1.284,0.078,0.936,0.078,0.595,-0.35,0.421,-0.163,0.363,0.039,0.312,0.233,0.355,0.397,0.413,-1.315,1.726,-1.058,1.82,-0.778,1.791,-0.553,1.603,-0.817,1.574,-1.097,1.596,0.576,1.588,0.802,1.777,1.082,1.799,1.3,1.69,1.097,1.574,0.833,1.559,-0.825,-0.015,-0.483,0.022,-0.179,0.051,0.0,-0.0,0.179,0.051,0.436,-0.0,0.693,-0.036,0.436,-0.312,0.179,-0.442,-0.031,-0.464,-0.249,-0.442,-0.537,-0.297,-0.716,-0.051,-0.202,-0.131,-0.016,-0.16,0.179,-0.138,0.591,-0.073,0.179,-0.16,-0.016,-0.181,-0.21,-0.152,0
-2.913,1.477,-2.83,0.985,-2.697,0.492,-2.514,0.013,-2.164,-0.389,-1.715,-0.713,-1.199,-0.959,-0.633,-1.153,-0.117,-1.166,0.266,-1.011,0.466,-0.648,0.599,-0.259,0.732,0.117,0.849,0.492,0.982,0.881,1.015,1.257,0.965,1.62,-2.164,1.866,-1.781,1.995,-1.365,2.06,-0.949,2.034,-0.566,1.943,0.216,1.943,0.433,2.06,0.666,2.164,0.899,2.216,1.065,2.164,-0.166,1.607,-0.083,1.309,0.0,1.011,0.1,0.713,-0.449,0.415,-0.233,0.402,-0.017,0.389,0.15,0.441,0.283,0.518,-1.764,1.529,-1.498,1.684,-1.182,1.697,-0.916,1.529,-1.182,1.438,-1.498,1.425,0.183,1.62,0.4,1.814,0.666,1.853,0.866,1.736,0.716,1.607,0.449,1.581,-0.849,-0.298,-0.516,-0.104,-0.183,0.026,0.0,-0.0,0.166,0.065,0.35,-0.0,0.449,-0.13,0.366,-0.298,0.216,-0.415,0.033,-0.466,-0.183,-0.479,-0.516,-0.415,-0.716,-0.272,-0.183,-0.181,0.0,-0.168,0.166,-0.143,0.35,-0.143,0.166,-0.143,0.0,-0.181,-0.183,-0.194,0
-1.858,1.775,-1.858,1.302,-1.802,0.847,-1.745,0.374,-1.633,-0.081,-1.37,-0.488,-1.032,-0.863,-0.638,-1.172,-0.15,-1.319,0.375,-1.254,0.826,-0.993,1.22,-0.684,1.558,-0.309,1.745,0.114,1.877,0.586,1.989,1.042,2.064,1.481,-1.426,2.051,-1.145,2.182,-0.807,2.182,-0.488,2.1,-0.188,1.986,0.601,1.937,0.901,2.035,1.22,2.084,1.558,2.035,1.802,1.905,0.188,1.579,0.15,1.237,0.131,0.912,0.094,0.586,-0.357,0.391,-0.169,0.326,0.056,0.26,0.282,0.293,0.469,0.342,-1.107,1.644,-0.845,1.726,-0.563,1.693,-0.338,1.514,-0.601,1.514,-0.863,1.547,0.657,1.449,0.92,1.595,1.182,1.579,1.426,1.465,1.182,1.4,0.92,1.4,-1.013,0.195,-0.619,0.098,-0.244,0.065,0.0,-0.0,0.244,0.016,0.601,-0.016,0.995,-0.033,0.619,-0.358,0.225,-0.521,-0.075,-0.537,-0.357,-0.472,-0.713,-0.228,-0.92,0.114,-0.282,-0.098,-0.019,-0.147,0.244,-0.147,0.882,-0.065,0.244,-0.277,-0.038,-0.293,-0.319,-0.228,1
-3.438,1.284,-3.248,0.733,-3.028,0.183,-2.712,-0.336,-2.271,-0.733,-1.703,-0.978,-1.104,-1.131,-0.505,-1.222,-0.032,-1.131,0.284,-0.886,0.378,-0.489,0.536,-0.092,0.694,0.306,0.757,0.703,0.82,1.131,0.757,1.528,0.631,1.895,-2.302,1.559,-1.955,1.772,-1.545,1.925,-1.135,1.925,-0.725,1.895,-0.032,2.017,0.126,2.17,0.284,2.353,0.442,2.506,0.631,2.475,-0.284,1.528,-0.158,1.222,-0.032,0.917,0.126,0.642,-0.378,0.306,-0.189,0.306,0.0,0.306,0.158,0.397,0.252,0.52,-1.766,1.192,-1.514,1.375,-1.23,1.436,-0.978,1.314,-1.198,1.161,-1.451,1.1,-0.095,1.62,0.032,1.864,0.284,1.956,0.442,1.895,0.378,1.711,0.158,1.62,-0.788,-0.306,-0.442,-0.153,-0.158,-0.0,0.0,-0.0,0.095,0.092,0.221,0.092,0.284,0.061,0.252,-0.122,0.158,-0.275,0.063,-0.367,-0.126,-0.397,-0.41,-0.397,-0.694,-0.275,-0.158,-0.153,0.0,-0.122,0.095,-0.031,0.221,0.031,0.095,-0.031,0.0,-0.122,-0.158,-0.153,0
-2.155,1.205,-2.06,0.764,-1.933,0.294,-1.743,-0.147,-1.489,-0.559,-1.172,-0.941,-0.76,-1.235,-0.317,-1.499,0.19,-1.529,0.697,-1.352,1.077,-1.0,1.394,-0.588,1.648,-0.147,1.774,0.323,1.806,0.823,1.774,1.323,1.711,1.823,-1.901,1.617,-1.679,1.735,-1.362,1.793,-1.077,1.735,-0.792,1.646,0.095,1.793,0.349,1.97,0.665,2.087,0.982,2.146,1.299,2.117,-0.285,1.411,-0.222,1.117,-0.158,0.794,-0.095,0.5,-0.475,0.265,-0.285,0.235,-0.063,0.206,0.158,0.294,0.349,0.412,-1.521,1.264,-1.331,1.411,-1.077,1.411,-0.824,1.264,-1.046,1.176,-1.331,1.147,0.253,1.411,0.444,1.617,0.697,1.676,0.951,1.617,0.76,1.47,0.507,1.411,-0.887,-0.206,-0.602,-0.088,-0.253,-0.0,0.0,-0.0,0.19,0.088,0.57,0.118,0.887,0.059,0.665,-0.353,0.349,-0.588,0.095,-0.676,-0.19,-0.676,-0.57,-0.529,-0.792,-0.235,-0.222,-0.176,0.0,-0.176,0.253,-0.088,0.792,0.029,0.285,-0.353,0.063,-0.441,-0.222,-0.441,1
-3.629,1.509,-3.582,0.973,-3.489,0.397,-3.233,-0.119,-2.768,-0.536,-2.187,-0.834,-1.535,-1.033,-0.861,-1.152,-0.302,-1.112,0.047,-0.914,0.116,-0.536,0.209,-0.159,0.326,0.238,0.419,0.616,0.465,1.013,0.395,1.37,0.279,1.688,-1.721,1.788,-1.419,1.946,-1.07,2.026,-0.721,2.026,-0.395,1.986,0.07,2.046,0.163,2.165,0.256,2.264,0.372,2.344,0.442,2.324,-0.07,1.688,0.07,1.37,0.233,1.073,0.419,0.755,-0.419,0.497,-0.14,0.437,0.093,0.417,0.256,0.497,0.349,0.596,-1.303,1.509,-1.047,1.609,-0.837,1.668,-0.721,1.589,-0.837,1.49,-1.047,1.47,0.0,1.768,0.116,1.907,0.233,1.946,0.279,1.867,0.256,1.768,0.14,1.748,-1.0,-0.119,-0.535,-0.06,-0.14,0.02,0.0,-0.0,0.116,0.06,0.163,0.04,0.116,-0.02,0.116,-0.119,0.07,-0.199,-0.047,-0.258,-0.209,-0.278,-0.558,-0.238,-0.907,-0.139,-0.186,-0.079,-0.023,-0.079,0.047,-0.06,0.093,-0.04,0.047,-0.06,-0.047,-0.079,-0.186,-0.099,0
-1.25,1.304,-1.25,0.894,-1.125,0.484,-1.0,0.075,-0.791,-0.298,-0.583,-0.671,-0.333,-1.006,-0.042,-1.304,0.417,-1.378,1.0,-1.267,1.541,-1.006,2.041,-0.671,2.458,-0.261,2.666,0.186,2.749,0.708,2.749,1.267,2.708,1.788,-1.333,1.639,-1.208,1.825,-0.958,1.9,-0.666,1.9,-0.417,1.863,0.083,1.9,0.458,2.049,0.875,2.123,1.291,2.086,1.625,1.937,-0.125,1.565,-0.167,1.304,-0.208,1.043,-0.25,0.745,-0.375,0.373,-0.25,0.335,-0.083,0.335,0.125,0.373,0.333,0.447,-0.958,1.416,-0.833,1.527,-0.583,1.565,-0.375,1.453,-0.583,1.378,-0.791,1.341,0.5,1.527,0.666,1.714,0.958,1.714,1.208,1.639,0.958,1.527,0.708,1.527,-0.458,-0.261,-0.333,-0.112,-0.167,0.037,0.0,-0.0,0.167,0.075,0.5,-0.0,0.875,-0.112,0.583,-0.373,0.292,-0.522,0.083,-0.522,-0.083,-0.522,-0.292,-0.447,-0.375,-0.261,-0.125,-0.149,0.0,-0.149,0.208,-0.112,0.75,-0.149,0.208,-0.261,0.042,-0.298,-0.125,-0.298,0
-1.712,1.177,-1.751,0.74,-1.751,0.336,-1.712,-0.101,-1.632,-0.504,-1.433,-0.874,-1.075,-1.177,-0.637,-1.378,-0.119,-1.445,0.438,-1.412,0.955,-1.277,1.393,-1.076,1.712,-0.74,1.911,-0.303,2.03,0.134,2.11,0.571,2.149,0.975,-1.353,1.849,-1.075,1.983,-0.756,2.017,-0.438,1.95,-0.119,1.849,0.557,1.815,0.915,1.916,1.274,1.95,1.592,1.882,1.871,1.714,0.159,1.479,0.119,1.21,0.08,0.975,0.04,0.706,-0.398,0.37,-0.199,0.303,0.04,0.303,0.279,0.303,0.517,0.303,-1.075,1.378,-0.836,1.513,-0.557,1.479,-0.318,1.311,-0.597,1.277,-0.876,1.277,0.677,1.277,0.955,1.412,1.234,1.412,1.473,1.277,1.234,1.177,0.915,1.21,-0.756,-0.303,-0.517,-0.067,-0.199,0.034,0.0,-0.0,0.199,0.034,0.478,-0.134,0.756,-0.37,0.478,-0.471,0.159,-0.538,-0.04,-0.571,-0.279,-0.538,-0.557,-0.437,-0.677,-0.303,-0.239,-0.202,-0.04,-0.235,0.159,-0.235,0.637,-0.37,0.159,-0.303,-0.04,-0.303,-0.239,-0.269,0
-2.513,1.611,-2.49,1.074,-2.422,0.537,-2.309,-0.0,-2.083,-0.475,-1.721,-0.888,-1.245,-1.219,-0.724,-1.446,-0.204,-1.528,0.272,-1.425,0.634,-1.136,0.928,-0.785,1.177,-0.392,1.336,0.041,1.426,0.475,1.449,0.888,1.426,1.301,-1.675,1.838,-1.358,1.983,-0.973,2.003,-0.611,1.962,-0.249,1.859,0.475,1.776,0.747,1.838,1.019,1.859,1.245,1.797,1.404,1.652,0.136,1.446,0.158,1.157,0.204,0.867,0.226,0.558,-0.362,0.372,-0.136,0.289,0.113,0.227,0.294,0.268,0.453,0.351,-1.2,1.487,-0.951,1.59,-0.702,1.59,-0.521,1.425,-0.724,1.384,-0.973,1.404,0.43,1.342,0.679,1.487,0.906,1.487,1.087,1.363,0.906,1.28,0.679,1.301,-1.109,-0.062,-0.657,0.021,-0.249,0.041,0.0,-0.0,0.226,0.021,0.453,-0.041,0.611,-0.165,0.43,-0.454,0.181,-0.62,-0.068,-0.64,-0.362,-0.62,-0.747,-0.434,-0.996,-0.103,-0.272,-0.103,-0.023,-0.145,0.204,-0.124,0.498,-0.186,0.181,-0.392,-0.045,-0.413,-0.317,-0.392,1
-2.589,1.023,-2.505,0.521,-2.38,0.019,-2.234,-0.484,-1.962,-0.911,-1.524,-1.228,-1.023,-1.451,-0.459,-1.6,0.104,-1.618,0.585,-1.469,0.919,-1.135,1.148,-0.763,1.294,-0.335,1.357,0.093,1.378,0.539,1.336,0.967,1.274,1.376,-1.983,1.488,-1.775,1.748,-1.42,1.841,-1.044,1.823,-0.689,1.767,0.188,1.767,0.459,1.897,0.731,1.99,1.002,2.009,1.19,1.841,-0.167,1.451,-0.084,1.209,-0.021,0.967,0.042,0.725,-0.459,0.428,-0.23,0.391,0.021,0.353,0.209,0.428,0.376,0.502,-1.399,1.265,-1.19,1.376,-0.96,1.414,-0.752,1.321,-0.96,1.228,-1.19,1.228,0.209,1.376,0.397,1.507,0.626,1.544,0.835,1.451,0.647,1.358,0.418,1.339,-1.023,-0.167,-0.626,-0.056,-0.23,0.019,0.0,-0.0,0.209,0.056,0.501,0.037,0.731,-0.019,0.543,-0.335,0.292,-0.502,0.042,-0.539,-0.23,-0.539,-0.647,-0.428,-0.919,-0.186,-0.23,-0.112,0.0,-0.112,0.23,-0.093,0.626,-0.056,0.251,-0.316,0.021,-0.353,-0.23,-0.353,1
-1.832,1.555,-1.832,1.096,-1.802,0.637,-1.802,0.153,-1.71,-0.306,-1.466,-0.714,-1.099,-1.045,-0.672,-1.325,-0.153,-1.427,0.366,-1.402,0.855,-1.198,1.283,-0.918,1.618,-0.561,1.802,-0.127,1.924,0.331,1.985,0.79,2.046,1.223,-1.496,1.886,-1.221,2.039,-0.886,2.115,-0.519,2.09,-0.183,1.988,0.641,1.912,0.947,1.963,1.252,1.937,1.527,1.861,1.741,1.708,0.183,1.478,0.183,1.147,0.153,0.816,0.122,0.51,-0.305,0.382,-0.153,0.28,0.061,0.204,0.275,0.255,0.458,0.306,-1.099,1.529,-0.824,1.657,-0.55,1.631,-0.336,1.427,-0.58,1.402,-0.855,1.427,0.641,1.351,0.886,1.504,1.16,1.504,1.344,1.351,1.13,1.274,0.886,1.274,-0.916,0.025,-0.55,0.076,-0.214,0.051,0.0,-0.0,0.275,0.025,0.58,-0.051,0.886,-0.153,0.55,-0.433,0.214,-0.535,-0.061,-0.535,-0.305,-0.51,-0.641,-0.331,-0.794,-0.025,-0.244,-0.076,0.0,-0.102,0.244,-0.102,0.763,-0.178,0.244,-0.357,-0.031,-0.357,-0.275,-0.306,1
-2.736,1.584,-2.886,1.042,-2.985,0.542,-2.985,-0.0,-2.836,-0.5,-2.587,-0.958,-2.189,-1.334,-1.692,-1.625,-1.144,-1.792,-0.697,-1.709,-0.448,-1.375,-0.149,-0.958,0.1,-0.583,0.398,-0.208,0.597,0.167,0.697,0.583,0.746,0.958,-1.045,1.584,-0.746,1.709,-0.398,1.75,-0.05,1.709,0.199,1.625,0.597,1.542,0.697,1.584,0.796,1.584,0.846,1.584,0.896,1.5,0.398,1.334,0.498,1.084,0.547,0.833,0.647,0.583,-0.249,0.417,0.0,0.333,0.199,0.25,0.348,0.25,0.448,0.292,-0.796,1.334,-0.498,1.375,-0.299,1.375,-0.199,1.334,-0.348,1.292,-0.498,1.292,0.448,1.25,0.547,1.25,0.647,1.25,0.697,1.167,0.597,1.167,0.547,1.167,-1.194,-0.208,-0.697,-0.0,-0.149,0.042,0.0,-0.0,0.1,-0.0,0.1,-0.167,-0.149,-0.417,-0.299,-0.75,-0.448,-0.917,-0.647,-0.917,-0.846,-0.833,-1.095,-0.583,-1.144,-0.208,-0.299,-0.083,-0.1,-0.125,0.0,-0.167,-0.199,-0.417,-0.448,-0.75,-0.597,-0.75,-0.746,-0.667,0
-2.349,2.048,-2.395,1.519,-2.358,0.982,-2.248,0.444,-2.018,-0.034,-1.658,-0.427,-1.216,-0.76,-0.746,-1.016,-0.267,-1.101,0.147,-0.973,0.461,-0.657,0.792,-0.358,1.087,-0.034,1.317,0.35,1.492,0.768,1.575,1.195,1.585,1.613,-1.649,2.262,-1.29,2.33,-0.921,2.296,-0.58,2.211,-0.258,2.091,0.636,1.997,0.894,2.065,1.142,2.108,1.4,2.108,1.585,2.014,0.166,1.639,0.166,1.314,0.175,0.999,0.184,0.691,-0.369,0.452,-0.157,0.393,0.064,0.341,0.267,0.376,0.424,0.444,-1.29,1.809,-0.995,1.895,-0.709,1.861,-0.507,1.639,-0.755,1.639,-1.032,1.681,0.534,1.579,0.774,1.75,1.032,1.75,1.235,1.622,1.032,1.536,0.783,1.536,-0.967,0.026,-0.544,0.026,-0.175,0.043,0.0,-0.0,0.166,0.051,0.369,0.034,0.544,0.034,0.359,-0.171,0.157,-0.324,-0.046,-0.367,-0.267,-0.35,-0.608,-0.213,-0.875,-0.0,-0.212,-0.102,-0.018,-0.128,0.157,-0.094,0.47,0.009,0.166,-0.102,-0.018,-0.137,-0.221,-0.119,1
-2.578,2.253,-2.766,1.719,-2.892,1.126,-2.955,0.593,-2.766,0.059,-2.515,-0.356,-2.138,-0.771,-1.697,-1.067,-1.195,-1.245,-0.817,-1.186,-0.566,-0.83,-0.314,-0.534,-0.063,-0.178,0.189,0.178,0.44,0.534,0.566,0.889,0.629,1.245,-0.754,2.134,-0.44,2.253,-0.126,2.312,0.251,2.253,0.566,2.075,0.88,1.838,0.943,1.897,1.069,1.956,1.132,1.956,1.132,1.897,0.566,1.482,0.566,1.186,0.629,0.889,0.692,0.593,-0.126,0.415,0.063,0.356,0.189,0.296,0.314,0.296,0.377,0.356,-0.629,1.66,-0.314,1.66,-0.126,1.66,0.0,1.482,-0.189,1.423,-0.377,1.482,0.566,1.363,0.692,1.482,0.817,1.482,0.817,1.423,0.692,1.304,0.629,1.304,-1.069,-0.059,-0.566,-0.0,-0.126,0.059,0.0,-0.0,0.126,-0.0,0.0,-0.119,-0.251,-0.237,-0.251,-0.415,-0.314,-0.534,-0.44,-0.534,-0.629,-0.534,-0.817,-0.356,-0.943,-0.119,-0.251,-0.059,-0.126,-0.119,-0.063,-0.119,-0.251,-0.237,-0.314,-0.356,-0.377,-0.356,-0.503,-0.356,0
-2.054,1.487,-1.972,1.062,-1.849,0.602,-1.684,0.177,-1.438,-0.212,-1.15,-0.531,-0.781,-0.85,-0.37,-1.062,0.082,-1.133,0.575,-0.991,0.986,-0.708,1.315,-0.354,1.602,0.035,1.808,0.46,1.931,0.92,1.972,1.381,1.972,1.841,-1.849,1.876,-1.602,2.089,-1.274,2.16,-0.904,2.124,-0.575,2.053,0.288,2.089,0.657,2.23,0.986,2.301,1.356,2.266,1.643,2.124,-0.123,1.628,-0.082,1.31,-0.082,0.991,-0.041,0.708,-0.37,0.425,-0.205,0.389,-0.041,0.354,0.164,0.389,0.329,0.46,-1.397,1.522,-1.15,1.664,-0.863,1.699,-0.657,1.522,-0.904,1.451,-1.15,1.416,0.493,1.593,0.698,1.806,0.986,1.806,1.232,1.699,1.027,1.593,0.739,1.558,-0.616,-0.142,-0.411,-0.035,-0.164,0.035,0.0,-0.0,0.164,0.071,0.452,-0.0,0.698,-0.071,0.493,-0.283,0.246,-0.389,0.041,-0.425,-0.164,-0.425,-0.411,-0.319,-0.534,-0.142,-0.164,-0.142,0.041,-0.142,0.205,-0.106,0.616,-0.071,0.205,-0.142,0.041,-0.177,-0.164,-0.177,0
-0.312,1.303,-0.467,0.985,-0.584,0.635,-0.623,0.254,-0.584,-0.127,-0.506,-0.477,-0.39,-0.826,-0.273,-1.207,0.078,-1.398,0.662,-1.398,1.286,-1.303,1.909,-1.144,2.454,-0.89,2.883,-0.54,3.155,-0.064,3.35,0.445,3.467,0.921,-0.273,1.97,-0.195,2.097,-0.039,2.129,0.117,2.097,0.234,2.065,0.935,2.097,1.324,2.129,1.714,2.065,2.104,1.906,2.376,1.684,0.429,1.557,0.234,1.335,0.078,1.112,-0.117,0.921,-0.195,0.508,-0.078,0.445,0.039,0.413,0.234,0.413,0.467,0.413,-0.234,1.43,-0.078,1.557,0.117,1.525,0.273,1.398,0.078,1.335,-0.117,1.335,1.052,1.366,1.286,1.493,1.558,1.462,1.831,1.335,1.519,1.271,1.286,1.271,-0.273,-0.159,-0.234,-0.032,-0.117,0.032,0.0,-0.0,0.156,0.032,0.506,-0.064,0.935,-0.191,0.506,-0.286,0.195,-0.35,0.0,-0.35,-0.117,-0.318,-0.234,-0.254,-0.234,-0.159,-0.078,-0.127,0.0,-0.127,0.195,-0.127,0.818,-0.191,0.195,-0.159,0.039,-0.159,-0.078,-0.127,0
